Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude,Response Time Difference,Within Estimated Time,Time to Resolution (Days),Time to Resolution (Days,Estimated Time to Resolve (Minutes),Estimated Time to Resolve (Days)
Closed,3647,Low,Email,Product setup,2nd line support,Michele Whyatt,2023-11-20 16:00:41,2023-11-22 16:00:41,2023-11-20 17:00:41,2023-11-20 16:16:13.779,Within SLA,2023-11-22 01:08:54.269,Within SLA,3.0,Good,Ready to use Software,Tier 2,Italy,43.036776,12.678565,-44.45368333333333,True,1.4,1.4,2880.0,2.0
Resolved,3648,High,Chat,Product setup,1st line support,Sheela Cutten,2023-11-20 06:00:11,2023-11-21 06:00:11,2023-11-20 06:02:11,2023-11-20 06:00:46.311,Within SLA,2023-11-20 10:33:00.525,Within SLA,8.0,No Feedback,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526,-1.4114833333333332,True,0.2,0.2,1440.0,1.0
In progress,3649,Medium,Email,Bug report,1st line support,Connor Danielovitch,2023-11-20 19:02:57,2023-11-22 19:02:57,2023-11-20 20:02:57,2023-11-20 19:07:07.745,Within SLA,0,SLA Violated,1.0,No Feedback,Ready to use Software,Tier 1,France,48.864716,2.349014,-55.82091666666667,True,,-1.0,2880.0,2.0
Closed,3650,Medium,Email,Feature request,1st line support,Connor Danielovitch,2023-11-21 07:35:59,2023-11-23 07:35:59,2023-11-21 08:35:59,2023-11-21 07:43:19.158,Within SLA,2023-11-23 02:01:21.600,Within SLA,3.0,Excellent,Other,Tier 1,Germany,51.165691,10.451526,-52.664033333333336,True,1.8,1.8,2880.0,2.0
Closed,3651,Low,Email,Bug report,2nd line support,Heather Urry,2023-11-21 00:03:06,2023-11-23 00:03:06,2023-11-21 01:03:06,2023-11-21 00:54:29.164,Within SLA,2023-11-21 13:40:18.820,Within SLA,10.0,Good,Other,Tier 2,Republic of Ireland,53.094024,-8.019675,-8.613933333333334,True,0.6,0.6,2880.0,2.0
Closed,3652,Low,Chat,Feature request,1st line support,Kristos Westoll,2023-11-21 22:55:54,2023-11-22 22:55:54,2023-11-21 22:57:54,2023-11-21 22:57:09.409,Within SLA,2023-11-26 12:28:43.929,SLA Violated,5.0,Good,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973,-0.7431833333333333,True,4.6,4.6,1440.0,1.0
Closed,3653,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-11-21 06:59:06,2023-11-23 06:59:06,2023-11-21 07:59:06,2023-11-21 06:59:38.652,Within SLA,2023-11-21 19:03:06.719,Within SLA,2.0,Excellent,Custom software development,Tier 1,Poland,52.536273,19.050639,-59.455799999999996,True,0.5,0.5,2880.0,2.0
Closed,3654,Medium,Chat,Feature request,2nd line support,Adolpho Messingham,2023-11-21 19:03:23,2023-11-22 19:03:23,2023-11-21 19:05:23,2023-11-21 19:08:33.873,SLA Violated,2023-11-22 02:22:58.622,Within SLA,2.0,Average,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039,3.1812166666666664,False,0.3,0.3,1440.0,1.0
Closed,3655,High,Email,Product setup,1st line support,Kristos Westoll,2023-11-21 23:09:47,2023-11-23 23:09:47,2023-11-22 00:09:47,2023-11-21 23:25:50.960,Within SLA,2023-11-23 20:08:59.237,Within SLA,1.0,Average,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-43.934,True,1.9,1.9,2880.0,2.0
Closed,3656,Medium,Chat,Other,1st line support,Connor Danielovitch,2023-11-21 06:29:06,2023-11-22 06:29:06,2023-11-21 06:31:06,2023-11-21 06:30:53.273,Within SLA,2023-11-23 20:16:12.527,SLA Violated,2.0,Average,Other,Tier 1,Spain,39.67337,-4.767726,-0.21211666666666668,True,2.6,2.6,1440.0,1.0
Closed,3657,High,Chat,Pricing and licensing,1st line support,Kristos Westoll,2023-11-21 15:47:44,2023-11-22 15:47:44,2023-11-21 15:49:44,2023-11-21 15:47:54.648,Within SLA,2023-11-27 00:27:45.301,SLA Violated,6.0,Good,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-1.8225333333333333,True,5.4,5.4,1440.0,1.0
Resolved,3658,Medium,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,2023-11-22 09:08:52,2023-11-23 09:08:52,2023-11-22 09:10:52,2023-11-22 09:10:05.667,Within SLA,2023-11-23 09:27:42.533,SLA Violated,5.0,No Feedback,Custom software development,Tier 1,Austria,47.6964719,13.3457347,-0.7722166666666667,True,1.0,1.0,1440.0,1.0
Resolved,3659,High,Chat,Pricing and licensing,2nd line support,Michele Whyatt,2023-11-22 04:35:34,2023-11-23 04:35:34,2023-11-22 04:37:34,2023-11-22 04:36:03.309,Within SLA,2023-11-22 19:39:26.310,Within SLA,2.0,No Feedback,Ready to use Software,Tier 2,Czech Republic,49.8037633,15.4749126,-1.5115166666666666,True,0.6,0.6,1440.0,1.0
In progress,3660,Low,Email,Product setup,1st line support,Nicola Wane,2023-11-22 15:51:37,2023-11-24 15:51:37,2023-11-22 16:51:37,2023-11-22 16:32:07.436,Within SLA,0,SLA Violated,10.0,No Feedback,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-19.492733333333334,True,,-1.0,2880.0,2.0
Closed,3661,High,Chat,Feature request,2nd line support,Adolpho Messingham,2023-11-22 09:38:49,2023-11-23 09:38:49,2023-11-22 09:40:49,2023-11-22 09:42:57.632,SLA Violated,2023-11-23 03:16:37.056,Within SLA,2.0,Average,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973,2.143866666666667,False,0.7,0.7,1440.0,1.0
Closed,3662,High,Chat,Pricing and Licensing,1st line support,Bernard Beckley,2023-11-22 11:28:44,2023-11-23 11:28:44,2023-11-22 11:30:44,2023-11-22 11:29:15.102,Within SLA,2023-11-22 14:09:16.170,Within SLA,6.0,Average,Custom software development,Tier 1,Poland,52.536273,19.050639,-1.4816333333333334,True,0.1,0.1,1440.0,1.0
Closed,3663,Low,Email,Pricing and Licensing,1st line support,Nicola Wane,2023-11-22 06:02:56,2023-11-24 06:02:56,2023-11-22 07:02:56,2023-11-22 10:44:09.060,SLA Violated,2023-11-22 23:17:22.286,Within SLA,10.0,Good,Custom software development,Tier 1,Poland,52.536273,19.050639,221.21766666666664,False,0.7,0.7,2880.0,2.0
Closed,3664,Medium,Chat,Product setup,2nd line support,Adolpho Messingham,2023-11-22 23:44:36,2023-11-23 23:44:36,2023-11-22 23:46:36,2023-11-22 23:45:24.646,Within SLA,2023-11-23 13:28:31.636,Within SLA,6.0,Good,Ready to use Software,Tier 2,Poland,52.536273,19.050639,-1.1892333333333334,True,0.6,0.6,1440.0,1.0
Resolved,3665,Low,Chat,Product setup,2nd line support,Heather Urry,2023-11-22 14:26:53,2023-11-23 14:26:53,2023-11-22 14:28:53,2023-11-22 14:28:04.879,Within SLA,2023-11-25 19:50:04.662,SLA Violated,6.0,No Feedback,Custom software development,Tier 2,Poland,52.536273,19.050639,-0.8020166666666667,True,3.2,3.2,1440.0,1.0
In progress,3669,Low,Chat,Pricing and licensing,1st line support,Connor Danielovitch,2023-11-23 06:42:07,2023-11-24 06:42:07,2023-11-23 06:44:07,2023-11-23 06:43:28.670,Within SLA,0,SLA Violated,2.0,No Feedback,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-0.6388333333333333,True,,-1.0,1440.0,1.0
Resolved,3670,Medium,Chat,Bug report,1st line support,Bernard Beckley,2023-11-23 19:35:42,2023-11-24 19:35:42,2023-11-23 19:37:42,2023-11-23 19:36:30.400,Within SLA,2023-11-27 08:54:06.770,SLA Violated,5.0,No Feedback,Custom software development,Tier 1,Italy,43.036776,12.678565,-1.1933333333333331,True,3.6,3.6,1440.0,1.0
Resolved,3671,High,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-11-23 05:58:08,2023-11-24 05:58:08,2023-11-23 06:00:08,2023-11-23 05:58:24.132,Within SLA,2023-11-23 13:18:36.752,Within SLA,5.0,No Feedback,Ready to use Software,Tier 1,Poland,52.536273,19.050639,-1.7311333333333332,True,0.3,0.3,1440.0,1.0
Resolved,3672,Low,Chat,Purchasing and invoicing,2nd line support,Michele Whyatt,2023-11-23 10:29:17,2023-11-24 10:29:17,2023-11-23 10:31:17,2023-11-23 10:30:21.122,Within SLA,2023-11-23 16:37:45.853,Within SLA,8.0,No Feedback,Training and Consulting Services,Tier 2,Czech Republic,49.8037633,15.4749126,-0.9313,True,0.3,0.3,1440.0,1.0
Closed,3673,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-11-23 10:29:18,2023-11-25 10:29:18,2023-11-23 11:29:18,2023-11-23 11:27:40.011,Within SLA,2023-11-26 16:12:58.336,SLA Violated,1.0,Excellent,Ready to use Software,Tier 1,Greece,39.368279,21.863141,-1.63315,True,3.2,3.2,2880.0,2.0
Resolved,3674,Low,Chat,Feature request,1st line support,Nicola Wane,2023-11-24 00:20:37,2023-11-25 00:20:37,2023-11-24 00:22:37,2023-11-24 00:21:07.236,Within SLA,2023-11-25 12:24:19.333,SLA Violated,6.0,No Feedback,Ready to use Software,Tier 1,France,48.864716,2.349014,-1.4960666666666667,True,1.5,1.5,1440.0,1.0
Closed,3675,Low,Email,Other,1st line support,Bernard Beckley,2023-11-24 10:39:39,2023-11-26 10:39:39,2023-11-24 11:39:39,2023-11-24 10:43:57.801,Within SLA,2023-11-26 00:25:24.011,Within SLA,9.0,Poor,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639,-55.68665,True,1.6,1.6,2880.0,2.0
Resolved,3677,High,Email,Product setup,2nd line support,Michele Whyatt,2023-11-24 01:46:54,2023-11-26 01:46:54,2023-11-24 02:46:54,2023-11-24 02:16:10.113,Within SLA,2023-11-24 09:10:03.766,Within SLA,2.0,No Feedback,Ready to use Software,Tier 2,Austria,47.6964719,13.3457347,-30.73145,True,0.3,0.3,2880.0,2.0
Closed,3678,Medium,Email,Bug report,1st line support,Nicola Wane,2023-11-24 14:47:52,2023-11-26 14:47:52,2023-11-24 15:47:52,2023-11-24 15:34:43.139,Within SLA,2023-11-24 21:03:38.867,Within SLA,2.0,Average,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-13.147683333333333,True,0.3,0.3,2880.0,2.0
Resolved,3679,Medium,Email,Training request,2nd line support,Heather Urry,2023-11-24 02:11:22,2023-11-26 02:11:22,2023-11-24 03:11:22,2023-11-24 02:12:07.774,Within SLA,2023-11-29 21:57:51.502,SLA Violated,7.0,No Feedback,Training and Consulting Services,Tier 2,Poland,52.536273,19.050639,-59.237100000000005,True,5.8,5.8,2880.0,2.0
Closed,3680,High,Email,Other,1st line support,Sheela Cutten,2023-11-24 23:36:32,2023-11-26 23:36:32,2023-11-25 00:36:32,2023-11-25 00:33:14.308,Within SLA,2023-11-25 05:02:36.476,Within SLA,2.0,Excellent,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565,-3.2948666666666666,True,0.2,0.2,2880.0,2.0
Closed,3681,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-11-24 10:27:27,2023-11-26 10:27:27,2023-11-24 11:27:27,2023-11-24 11:07:17.003,Within SLA,2023-11-29 12:33:08.057,SLA Violated,2.0,Poor,Custom software development,Tier 1,Germany,51.165691,10.451526,-20.166616666666666,True,5.1,5.1,2880.0,2.0
Closed,3682,Low,Phone,Feature request,1st line support,Bernard Beckley,2023-11-24 11:18:52,2023-11-26 11:18:52,2023-11-24 11:20:52,2023-11-24 11:22:47.454,SLA Violated,2023-11-25 02:11:56.616,Within SLA,2.0,Good,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973,1.9242333333333332,False,0.6,0.6,2880.0,2.0
Resolved,3683,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-11-24 04:11:59,2023-11-26 04:11:59,2023-11-24 05:11:59,2023-11-24 04:33:06.392,Within SLA,2023-11-25 04:58:04.203,Within SLA,1.0,No Feedback,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675,-38.8768,True,1.0,1.0,2880.0,2.0
Closed,3684,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-11-24 07:46:27,2023-11-25 07:46:27,2023-11-24 07:48:27,2023-11-24 07:46:47.500,Within SLA,2023-11-24 08:54:20.524,Within SLA,6.0,Good,Ready to use Software,Tier 2,Germany,51.165691,10.451526,-1.6583333333333334,True,0.0,0.0,1440.0,1.0
Resolved,3685,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-11-24 15:45:32,2023-11-25 15:45:32,2023-11-24 15:47:32,2023-11-24 15:47:39.905,SLA Violated,2023-11-27 02:18:28.841,SLA Violated,5.0,No Feedback,Ready to use Software,Tier 1,Italy,43.036776,12.678565,0.13175,False,2.4,2.4,1440.0,1.0
Closed,3686,Low,Chat,Bug report,1st line support,Kristos Westoll,2023-11-25 19:03:37,2023-11-26 19:03:37,2023-11-25 19:05:37,2023-11-25 19:03:42.366,Within SLA,2023-11-25 21:58:54.686,Within SLA,2.0,Good,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-1.9105666666666667,True,0.1,0.1,1440.0,1.0
Resolved,3693,High,Chat,Bug report,1st line support,Kristos Westoll,2023-11-25 11:16:49,2023-11-26 11:16:49,2023-11-25 11:18:49,2023-11-25 11:17:41.984,Within SLA,2023-11-25 23:40:02.567,Within SLA,60.0,No Feedback,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126,-1.1169333333333333,True,0.5,0.5,1440.0,1.0
In progress,3695,Low,Chat,Feature request,1st line support,Nicola Wane,2023-11-26 16:49:41,2023-11-27 16:49:41,2023-11-26 16:51:41,2023-11-26 16:51:04.423,Within SLA,0,SLA Violated,6.0,No Feedback,Ready to use Software,Tier 1,Poland,52.536273,19.050639,-0.6096166666666666,True,,-1.0,1440.0,1.0
Closed,3696,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-11-26 02:11:43,2023-11-27 02:11:43,2023-11-26 02:13:43,2023-11-26 02:13:26.469,Within SLA,2023-11-26 18:12:16.929,Within SLA,2.0,Excellent,Custom software development,Tier 2,Austria,47.6964719,13.3457347,-0.27551666666666663,True,0.7,0.7,1440.0,1.0
Closed,3697,Medium,Email,Product setup,2nd line support,Michele Whyatt,2023-11-27 14:51:28,2023-11-29 14:51:28,2023-11-27 15:51:28,2023-11-27 14:56:33.931,Within SLA,2023-11-28 05:17:53.969,Within SLA,1.0,Very Poor,Ready to use Software,Tier 2,France,48.864716,2.349014,-54.90115,True,0.6,0.6,2880.0,2.0
Closed,3698,High,Email,Product setup,1st line support,Sheela Cutten,2023-11-27 09:25:50,2023-11-29 09:25:50,2023-11-27 10:25:50,2023-11-27 10:21:38.933,Within SLA,2023-11-29 15:47:20.091,SLA Violated,4.0,Good,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-4.18445,True,2.3,2.3,2880.0,2.0
Resolved,3699,Medium,Email,Bug report,2nd line support,Adolpho Messingham,2023-11-27 03:24:46,2023-11-29 03:24:46,2023-11-27 04:24:46,2023-11-27 04:22:32.706,Within SLA,2023-11-30 18:53:18.962,SLA Violated,5.0,No Feedback,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973,-2.221566666666667,True,3.6,3.6,2880.0,2.0
In progress,3700,High,Chat,Feature request,1st line support,Bernard Beckley,2023-11-27 07:00:19,2023-11-28 07:00:19,2023-11-27 07:02:19,2023-11-27 07:05:56.785,SLA Violated,0,SLA Violated,6.0,No Feedback,Custom software development,Tier 1,Italy,43.036776,12.678565,3.62975,False,,-1.0,1440.0,1.0
Closed,3701,High,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-11-27 14:41:58,2023-11-29 14:41:58,2023-11-27 15:41:58,2023-11-27 15:39:50.911,Within SLA,2023-11-29 11:08:47.690,Within SLA,5.0,Good,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973,-2.11815,True,1.9,1.9,2880.0,2.0
Closed,3703,Low,Email,Pricing and Licensing,1st line support,Nicola Wane,2023-11-27 20:44:12,2023-11-29 20:44:12,2023-11-27 21:44:12,2023-11-27 21:14:15.901,Within SLA,2023-11-28 13:17:30.166,Within SLA,1.0,Good,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973,-29.93498333333333,True,0.7,0.7,2880.0,2.0
Resolved,3704,High,Chat,Product setup,2nd line support,Michele Whyatt,2023-11-27 06:31:14,2023-11-28 06:31:14,2023-11-27 06:33:14,2023-11-27 06:31:53.337,Within SLA,2023-12-02 05:33:10.356,SLA Violated,2.0,No Feedback,Ready to use Software,Tier 2,Italy,43.036776,12.678565,-1.3443833333333333,True,5.0,5.0,1440.0,1.0
Closed,3705,Low,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,2023-11-27 04:05:38,2023-11-28 04:05:38,2023-11-27 04:07:38,2023-11-27 04:06:21.057,Within SLA,2023-11-28 01:48:31.751,Within SLA,6.0,Poor,Other,Tier 1,Poland,52.536273,19.050639,-1.2823833333333332,True,0.9,0.9,1440.0,1.0
Closed,3706,Low,Email,Bug report,1st line support,Bernard Beckley,2023-11-27 01:35:50,2023-11-29 01:35:50,2023-11-27 02:35:50,2023-11-27 02:23:11.655,Within SLA,2023-11-27 04:07:47.377,Within SLA,5.0,Poor,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526,-12.639083333333334,True,0.1,0.1,2880.0,2.0
Resolved,3707,Low,Email,Product setup,1st line support,Sheela Cutten,2023-11-28 01:50:18,2023-11-30 01:50:18,2023-11-28 02:50:18,2023-11-28 02:26:28.618,Within SLA,2023-12-03 14:32:57.587,SLA Violated,4.0,No Feedback,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-23.823033333333335,True,5.5,5.5,2880.0,2.0
Resolved,3708,Medium,Email,Purchasing and invoicing,2nd line support,Adolpho Messingham,2023-11-28 02:08:15,2023-11-30 02:08:15,2023-11-28 03:08:15,2023-11-28 02:43:20.405,Within SLA,2023-11-28 04:33:22.480,Within SLA,1.0,No Feedback,Custom software development,Tier 2,France,48.864716,2.349014,-24.909916666666668,True,0.1,0.1,2880.0,2.0
Closed,3709,Low,Email,Feature request,1st line support,Sheela Cutten,2023-11-28 10:37:48,2023-11-30 10:37:48,2023-11-28 11:37:48,2023-11-28 13:17:35.413,SLA Violated,2023-12-03 09:03:44.393,SLA Violated,8.0,Average,Other,Tier 1,Italy,43.036776,12.678565,99.79021666666667,False,4.9,4.9,2880.0,2.0
In progress,3710,Low,Email,Product setup,1st line support,Sheela Cutten,2023-11-28 07:52:47,2023-11-30 07:52:47,2023-11-28 08:52:47,2023-11-28 08:30:35.702,Within SLA,0,SLA Violated,8.0,No Feedback,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-22.1883,True,,-1.0,2880.0,2.0
Resolved,3711,Low,Email,Product setup,1st line support,Nicola Wane,2023-11-28 18:20:48,2023-11-30 18:20:48,2023-11-28 19:20:48,2023-11-28 18:59:12.063,Within SLA,2023-11-29 23:37:00.438,Within SLA,8.0,No Feedback,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106,-21.59895,True,1.2,1.2,2880.0,2.0
Closed,3712,High,Email,Feature request,2nd line support,Adolpho Messingham,2023-11-29 02:28:15,2023-12-01 02:28:15,2023-11-29 03:28:15,2023-11-29 02:34:00.864,Within SLA,2023-11-29 22:23:25.388,Within SLA,2.0,Very Poor,Custom software development,Tier 2,Poland,52.536273,19.050639,-54.2356,True,0.8,0.8,2880.0,2.0
In progress,3713,Low,Email,Bug report,1st line support,Connor Danielovitch,2023-11-29 15:15:55,2023-12-01 15:15:55,2023-11-29 16:15:55,2023-11-29 15:33:56.595,Within SLA,0,SLA Violated,10.0,No Feedback,Ready to use Software,Tier 1,Greece,39.368279,21.863141,-41.97341666666667,True,,-1.0,2880.0,2.0
Closed,3715,Medium,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,2023-11-29 04:46:58,2023-11-30 04:46:58,2023-11-29 04:48:58,2023-11-29 04:48:12.504,Within SLA,2023-11-29 20:39:33.175,Within SLA,8.0,Poor,Other,Tier 1,Poland,52.536273,19.050639,-0.7582666666666668,True,0.7,0.7,1440.0,1.0
In progress,3716,Low,Chat,Product setup,1st line support,Nicola Wane,2023-11-29 03:34:33,2023-11-30 03:34:33,2023-11-29 03:36:33,2023-11-29 03:34:38.479,Within SLA,0,SLA Violated,5.0,No Feedback,Training and Consulting Services,Tier 1,France,48.864716,2.349014,-1.9086833333333333,True,,-1.0,1440.0,1.0
Resolved,3717,Medium,Phone,Pricing and Licensing,1st line support,Sheela Cutten,2023-11-29 13:23:18,2023-12-01 13:23:18,2023-11-29 13:25:18,2023-11-29 13:24:58.373,Within SLA,2023-11-30 15:16:03.000,Within SLA,1.0,No Feedback,Custom software development,Tier 1,Germany,51.165691,10.451526,-0.32711666666666667,True,1.1,1.1,2880.0,2.0
In progress,3718,Medium,Chat,Feature request,1st line support,Bernard Beckley,2023-11-29 11:04:30,2023-11-30 11:04:30,2023-11-29 11:06:30,2023-11-29 11:04:42.768,Within SLA,0,SLA Violated,60.0,No Feedback,Custom software development,Tier 1,Italy,43.036776,12.678565,-1.7872,True,,-1.0,1440.0,1.0
Closed,3719,Medium,Chat,Pricing and licensing,1st line support,Bernard Beckley,2023-11-29 02:12:23,2023-11-30 02:12:23,2023-11-29 02:14:23,2023-11-29 02:13:01.343,Within SLA,2023-11-30 19:10:46.511,SLA Violated,8.0,Good,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526,-1.3609499999999999,True,1.7,1.7,1440.0,1.0
Closed,3720,Medium,Phone,Feature request,1st line support,Connor Danielovitch,2023-11-29 03:46:33,2023-12-01 03:46:33,2023-11-29 03:48:33,2023-11-29 03:47:39.823,Within SLA,2023-11-30 00:57:54.009,Within SLA,6.0,Excellent,Ready to use Software,Tier 1,Poland,52.536273,19.050639,-0.8862833333333333,True,0.9,0.9,2880.0,2.0
Closed,3721,High,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-11-29 00:31:07,2023-12-01 00:31:07,2023-11-29 01:31:07,2023-11-29 00:59:46.276,Within SLA,2023-11-30 06:00:46.278,Within SLA,1.0,Excellent,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039,-31.345399999999998,True,1.2,1.2,2880.0,2.0
Closed,3722,Low,Phone,Pricing and licensing,1st line support,Sheela Cutten,2023-11-29 12:46:20,2023-12-01 12:46:20,2023-11-29 12:48:20,2023-11-29 12:46:48.712,Within SLA,2023-12-01 09:30:32.247,Within SLA,2.0,Average,Other,Tier 1,Czech Republic,49.8037633,15.4749126,-1.5214666666666665,True,1.9,1.9,2880.0,2.0
Closed,3723,Low,Email,Feature request,1st line support,Bernard Beckley,2023-11-29 20:07:50,2023-12-01 20:07:50,2023-11-29 21:07:50,2023-11-29 20:21:09.667,Within SLA,2023-11-29 21:45:04.986,Within SLA,9.0,Average,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973,-46.67221666666667,True,0.1,0.1,2880.0,2.0
Resolved,3724,High,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-11-30 07:39:04,2023-12-02 07:39:04,2023-11-30 08:39:04,2023-11-30 08:08:17.262,Within SLA,2023-12-02 09:19:51.991,SLA Violated,2.0,No Feedback,Custom software development,Tier 1,Greece,39.368279,21.863141,-30.77896666666667,True,2.1,2.1,2880.0,2.0
Closed,3725,Low,Phone,Pricing and licensing,1st line support,Bernard Beckley,2023-11-30 12:40:21,2023-12-02 12:40:21,2023-11-30 12:42:21,2023-11-30 12:41:21.593,Within SLA,2023-12-04 18:26:20.899,SLA Violated,4.0,Excellent,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-0.9901166666666666,True,4.2,4.2,2880.0,2.0
Closed,3726,Low,Email,Pricing and licensing,2nd line support,Adolpho Messingham,2023-11-30 08:39:54,2023-12-02 08:39:54,2023-11-30 09:39:54,2023-11-30 09:15:17.758,Within SLA,2023-12-01 11:13:29.566,Within SLA,1.0,Average,Ready to use Software,Tier 2,Poland,52.536273,19.050639,-24.604033333333334,True,1.1,1.1,2880.0,2.0
Resolved,3727,High,Chat,Feature request,1st line support,Sheela Cutten,2023-11-30 15:07:53,2023-12-01 15:07:53,2023-11-30 15:09:53,2023-11-30 15:08:20.329,Within SLA,2023-12-01 07:12:03.957,Within SLA,5.0,No Feedback,Ready to use Software,Tier 1,Greece,39.368279,21.863141,-1.5445166666666668,True,0.7,0.7,1440.0,1.0
Resolved,3728,High,Email,Product setup,2nd line support,Heather Urry,2023-11-30 15:06:50,2023-12-02 15:06:50,2023-11-30 16:06:50,2023-11-30 16:01:08.585,Within SLA,2023-12-02 03:32:57.285,Within SLA,7.0,No Feedback,Custom software development,Tier 2,Austria,47.6964719,13.3457347,-5.690250000000001,True,1.5,1.5,2880.0,2.0
Closed,3729,Medium,Email,Bug report,1st line support,Sheela Cutten,2023-11-30 22:24:05,2023-12-02 22:24:05,2023-11-30 23:24:05,2023-11-30 23:03:37.064,Within SLA,2023-12-01 15:54:39.524,Within SLA,1.0,Poor,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675,-20.4656,True,0.7,0.7,2880.0,2.0
Closed,3730,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-11-30 01:16:32,2023-12-01 01:16:32,2023-11-30 01:18:32,2023-11-30 01:20:32.496,SLA Violated,2023-12-02 19:57:31.229,SLA Violated,6.0,Good,Custom software development,Tier 2,Italy,43.036776,12.678565,2.0082666666666666,False,2.8,2.8,1440.0,1.0
Closed,3731,Low,Phone,Feature request,1st line support,Connor Danielovitch,2023-11-30 13:33:41,2023-12-02 13:33:41,2023-11-30 13:35:41,2023-11-30 13:35:34.744,Within SLA,2023-12-01 17:06:20.717,Within SLA,2.0,Excellent,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126,-0.10426666666666667,True,1.1,1.1,2880.0,2.0
Resolved,3732,Low,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-11-30 01:43:27,2023-12-02 01:43:27,2023-11-30 02:43:27,2023-11-30 02:01:13.454,Within SLA,2023-12-01 18:12:03.345,Within SLA,2.0,No Feedback,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-42.225766666666665,True,1.7,1.7,2880.0,2.0
Closed,3733,High,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-11-30 10:52:26,2023-12-02 10:52:26,2023-11-30 11:52:26,2023-11-30 11:08:19.754,Within SLA,2023-12-01 18:29:07.996,Within SLA,7.0,Good,Ready to use Software,Tier 1,Spain,39.67337,-4.767726,-44.1041,True,1.3,1.3,2880.0,2.0
Closed,3734,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-11-30 11:14:08,2023-12-02 11:14:08,2023-11-30 12:14:08,2023-11-30 11:27:48.267,Within SLA,2023-12-02 10:47:26.612,Within SLA,7.0,Good,Training and Consulting Services,Tier 1,Poland,52.536273,19.050639,-46.32888333333334,True,2.0,2.0,2880.0,2.0
Closed,3735,Low,Chat,Bug report,1st line support,Nicola Wane,2023-11-30 15:41:41,2023-12-01 15:41:41,2023-11-30 15:43:41,2023-11-30 15:43:19.398,Within SLA,2023-12-01 09:22:16.193,Within SLA,2.0,Good,Custom software development,Tier 1,Italy,43.036776,12.678565,-0.3600333333333333,True,0.7,0.7,1440.0,1.0
Closed,3736,Low,Chat,Product setup,1st line support,Nicola Wane,2023-11-30 12:36:28,2023-12-01 12:36:28,2023-11-30 12:38:28,2023-11-30 12:37:52.060,Within SLA,2023-12-02 08:29:03.081,SLA Violated,2.0,Very Poor,Other,Tier 1,Italy,43.036776,12.678565,-0.599,True,1.8,1.8,1440.0,1.0
